new_ID	chr	distToTelomeres	distToCentromeres	distToCenter
PF3D7_0100100	chr1	0.0802594385962	0.420564824913	0.254323321481
PF3D7_0100200	chr1	0.0794414532809	0.404203788952	0.241813407571
PF3D7_0100300	chr1	0.0827450774032	0.409818433485	0.249325729561
PF3D7_0100400	chr1	0.0987754499199	0.413436041461	0.260354606314
PF3D7_0100500	chr1	0.117441789358	0.39972515379	0.259360517922
PF3D7_0100600	chr1	0.127421870735	0.392753087389	0.259465627677
PF3D7_0100700	chr1	0.148197737868	0.37895147263	0.261033495885
PF3D7_0100800	chr1	0.176571473972	0.362739698345	0.267605251027
PF3D7_0100900	chr1	0.174285218736	0.374415819877	0.280238663332
PF3D7_0101000	chr1	0.175900193684	0.393531738868	0.301140125232
PF3D7_0101100	chr1	0.182954308093	0.413423332753	0.32297807646
PF3D7_0101200	chr1	0.173237250728	0.401583983726	0.307149872789
PF3D7_0101300	chr1	0.159867888471	0.382121287836	0.280788756547
PF3D7_0101400	chr1	0.154610093651	0.372968917959	0.267977290988
PF3D7_0101500	chr1	0.147376039098	0.356524513003	0.244115666302
PF3D7_0101600	chr1	0.136604435481	0.352446476604	0.228477461886
PF3D7_0101700	chr1	0.125840291696	0.355801091482	0.220967806037
PF3D7_0101800	chr1	0.118766131307	0.358698601732	0.216088677859
PF3D7_0101900	chr1	0.113676387659	0.361440958946	0.211132097517
PF3D7_0102000	chr1	0.120800075602	0.358537200941	0.210708379361
PF3D7_0102100	chr1	0.126710250998	0.356672977459	0.210917219302
PF3D7_0102200	chr1	0.142542348325	0.352415221777	0.211835714782
PF3D7_0102300	chr1	0.146308985628	0.34331380032	0.198014593841
PF3D7_0102400	chr1	0.149484538086	0.337729577822	0.189296560885
PF3D7_0102500	chr1	0.145779962798	0.325537879348	0.170845295183
PF3D7_0102600	chr1	0.14293840058	0.313972009494	0.155454987057
PF3D7_0102700	chr1	0.163790265753	0.295124997364	0.156474172406
PF3D7_0102800	chr1	0.173633327766	0.286698509369	0.158149115944
PF3D7_0102900	chr1	0.185584324446	0.276832140697	0.161109983123
PF3D7_0103000	chr1	0.179121816699	0.282374169	0.152769593771
PF3D7_0103100	chr1	0.169496432389	0.29308443633	0.141785483139
PF3D7_0103200	chr1	0.168370509129	0.299490462339	0.141931914994
PF3D7_0103300	chr1	0.186261600914	0.291057978567	0.165532883624
PF3D7_0103400	chr1	0.21840953994	0.284391644165	0.203988879555
PF3D7_0103500	chr1	0.242656567515	0.266580335412	0.217134332364
PF3D7_0103600	chr1	0.236915861175	0.263823986325	0.207884604341
PF3D7_0103700	chr1	0.219195130234	0.270030006307	0.190977110799
PF3D7_0103800	chr1	0.207929361796	0.274941711974	0.180389037655
PF3D7_0103900	chr1	0.212334707642	0.261541017845	0.159799199535
PF3D7_0104000	chr1	0.216459314403	0.253434867195	0.146847759962
PF3D7_0104100	chr1	0.224316885088	0.242178870929	0.127650230106
PF3D7_0104200	chr1	0.228129642886	0.231261029336	0.125360321079
PF3D7_0104300	chr1	0.247254611167	0.217384084642	0.17212325984
PF3D7_0104400	chr1	0.251927887279	0.224341047132	0.196878860699
PF3D7_0104500	chr1	0.24919297337	0.227608143836	0.196673312663
PF3D7_0104600	chr1	0.244697689084	0.234539305288	0.197273651898
PF3D7_0104700	chr1	0.236550876136	0.243046853581	0.190021621701
PF3D7_0104800	chr1	0.224350848748	0.256749534759	0.170378004584
PF3D7_0104900	chr1	0.221092174678	0.264281623576	0.164163745672
PF3D7_0105000	chr1	0.220582653937	0.26593289642	0.163084499898
PF3D7_0105100	chr1	0.222872729116	0.262670633504	0.159133676992
PF3D7_0105200	chr1	0.228802156508	0.250507746109	0.158512518427
PF3D7_0105300	chr1	0.238346501418	0.234245989935	0.1600198462
PF3D7_0105400.1	chr1	0.245397584695	0.223964633	0.162477770744
PF3D7_0105400.2	chr1	0.245397584695	0.223964633	0.162477770744
PF3D7_0105500	chr1	0.255482487899	0.211072915159	0.167373808638
PF3D7_0105600	chr1	0.260855891714	0.208722527738	0.177696321318
PF3D7_0105700	chr1	0.268704410861	0.225079826624	0.205714874078
PF3D7_0105800	chr1	0.294683422817	0.205506339755	0.209292877719
PF3D7_0105900	chr1	0.296256609672	0.182099683607	0.188415287376
PF3D7_0106000	chr1	0.300101361329	0.165746068466	0.17442916759
PF3D7_0106100	chr1	0.305096465818	0.15374568734	0.166489289586
PF3D7_0106200	chr1	0.300778500756	0.162778821436	0.178545737485
PF3D7_0106300	chr1	0.296809851708	0.177346022	0.196400802104
PF3D7_0106400	chr1	0.29084195184	0.185739816084	0.201229109492
PF3D7_0106500	chr1	0.287020969773	0.178730855211	0.184921653859
PF3D7_0106600	chr1	0.285531937958	0.175448331124	0.172301455528
PF3D7_0106700	chr1	0.304496244136	0.153001474656	0.167333394925
PF3D7_0106800	chr1	0.336100241944	0.120459532804	0.171544579562
PF3D7_0106900	chr1	0.352312931325	0.106242849261	0.180745376904
PF3D7_0107000	chr1	0.350374972784	0.112323498904	0.191156275955
PF3D7_0107100	chr1	0.349904820227	0.118389532434	0.198934276295
PF3D7_0107200	chr1	0.350173847615	0.127933244068	0.209689051333
PF3D7_0107300	chr1	0.351090488791	0.136976580961	0.219139477276
PF3D7_0107400	chr1	0.342424671665	0.148615907045	0.217798562828
PF3D7_0107500	chr1	0.331055071193	0.162714245361	0.215554909508
PF3D7_0107600	chr1	0.336138781501	0.177785693572	0.2307543561
PF3D7_0107700	chr1	0.345245585528	0.17801904662	0.238912582456
PF3D7_0107800	chr1	0.350114530273	0.16745655492	0.233802222226
PF3D7_0107900	chr1	0.354111107448	0.159600597315	0.230300352431
PF3D7_0108000	chr1	0.357447358046	0.153522947711	0.22778323469
PF3D7_0108100	chr1	0.358386093007	0.147525863824	0.221933972149
PF3D7_0108200	chr1	0.353555985785	0.143882918031	0.209725394256
PF3D7_0108300	chr1	0.348078834558	0.140847077947	0.194620816587
PF3D7_0108400.1	chr1	0.344007905959	0.125942471495	0.197333890592
PF3D7_0108400.2	chr1	0.344007905959	0.125942471495	0.197333890592
PF3D7_0108500	chr1	0.343533350646	0.12086836572	0.204240142039
PF3D7_0108600	chr1	0.345463684988	0.119210254421	0.207709695108
PF3D7_0108700	chr1	0.36202076772	0.105033130477	0.218717158012
PF3D7_0108800	chr1	0.385328771957	0.0874041639597	0.235470552114
PF3D7_0108900	chr1	0.392590988485	0.0774086841005	0.235789911593
PF3D7_0109000	chr1	0.393103586865	0.0736036462568	0.232336362884
PF3D7_0109100	chr1	0.394955818379	0.0659084301364	0.224064252617
PF3D7_0109200	chr1	0.396808714819	0.0627369630886	0.218623670066
PF3D7_0109300	chr1	0.394865928014	0.0675767044802	0.222837357429
PF3D7_0109400	chr1	0.392718840131	0.0781396217336	0.230904608204
PF3D7_0109500	chr1	0.391703879412	0.0888989539638	0.238362203795
PF3D7_0109600	chr1	0.391344138545	0.0990123923656	0.245255849392
PF3D7_0109700	chr1	0.391378185034	0.107405602918	0.251004996916
PF3D7_0109800	chr1	0.390841516585	0.109970118397	0.254047638729
PF3D7_0109900.1	chr1	0.389022594466	0.0948720170707	0.24828431237
PF3D7_0109900.2	chr1	0.389022594466	0.0948720170707	0.24828431237
PF3D7_0110000	chr1	0.388876359902	0.0871858297786	0.245758176761
PF3D7_0110100	chr1	0.388643257282	0.0857294849953	0.245038638604
PF3D7_0110200	chr1	0.379282919884	0.10094817053	0.245065088615
PF3D7_0110300	chr1	0.37705112309	0.10479941391	0.245255152329
PF3D7_0110400	chr1	0.37295054053	0.112105583842	0.245806581421
PF3D7_0110500	chr1	0.35197628982	0.155150720502	0.253761010738
PF3D7_0110600	chr1	0.382413317649	0.134021208	0.269500021095
PF3D7_0110700	chr1	0.391076334719	0.118346183303	0.272000095496
PF3D7_0110800	chr1	0.395977340705	0.11134592378	0.274146854173
PF3D7_0110900	chr1	0.398592113367	0.110608932376	0.275937390843
PF3D7_0111000	chr1	0.394103141327	0.121563898941	0.279147557507
PF3D7_0111100	chr1	0.389600754612	0.135161880784	0.283792897734
PF3D7_0111200	chr1	0.388646567786	0.138483032233	0.285027793846
PF3D7_0111300	chr1	0.398061649543	0.123720341931	0.284726332716
PF3D7_0111400	chr1	0.414016000409	0.10347180763	0.286698659442
PF3D7_0111500	chr1	0.426539366935	0.0920552361327	0.290045047877
PF3D7_0111600	chr1	0.434470251703	0.0855616154535	0.295948735497
PF3D7_0111700	chr1	0.437416812949	0.0840805406613	0.298301052139
PF3D7_0111800	chr1	0.451074025077	0.0833449680151	0.309882863092
PF3D7_0111900	chr1	0.462795826723	0.0892465667576	0.320489987446
PF3D7_0112000	chr1	0.459255326925	0.0925577635126	0.319820941122
PF3D7_0112100	chr1	0.449110123912	0.100153843381	0.316689790317
PF3D7_0112200	chr1	0.407932095076	0.127867490318	0.295268398915
PF3D7_0112300	chr1	0.38405424103	0.14184834816	0.280768080499
PF3D7_0112400	chr1	0.380093460014	0.144204348318	0.278731577079
PF3D7_0112500	chr1	0.379295227725	0.144698311938	0.278328992866
PF3D7_0112600	chr1	0.377752116475	0.145671456693	0.277558162937
PF3D7_0112700	chr1	0.370112794941	0.150840462459	0.273898664831
PF3D7_0112800	chr1	0.364097975715	0.152781584632	0.269580604321
PF3D7_0112900	chr1	0.359038344858	0.152339473459	0.263423448928
PF3D7_0113000	chr1	0.357174646375	0.153366676895	0.261214975109
PF3D7_0113100	chr1	0.33969130489	0.177249825142	0.262532333698
PF3D7_0113200	chr1	0.329899723069	0.192710020729	0.263490689502
PF3D7_0113300	chr1	0.315776088434	0.20361425133	0.2557734481
PF3D7_0113400	chr1	0.305246275032	0.21292174711	0.250684426856
PF3D7_0113600	chr1	0.284626004267	0.234072093369	0.249298558606
PF3D7_0113700	chr1	0.268815490908	0.255282722051	0.255496267998
PF3D7_0113800	chr1	0.29062931943	0.24508206215	0.269570852705
PF3D7_0113900	chr1	0.270149778363	0.245551449158	0.248393234894
PF3D7_0114000	chr1	0.248573700014	0.266173608719	0.245986228537
PF3D7_0114100	chr1	0.240815397621	0.282074002426	0.254171869752
PF3D7_0114200	chr1	0.235474840682	0.295012672674	0.261695975747
PF3D7_0114300	chr1	0.238000027038	0.292537801812	0.26187157314
PF3D7_0114400	chr1	0.240477505499	0.291222254485	0.262579912792
PF3D7_0114500	chr1	0.248544769323	0.289864096605	0.266310315529
PF3D7_0114600	chr1	0.254117947896	0.290737312209	0.269574071361
PF3D7_0114700	chr1	0.244419129327	0.29605005315	0.264439260415
PF3D7_0114800	chr1	0.228136770876	0.305927825236	0.256562201029
PF3D7_0114900	chr1	0.228525547213	0.318963250571	0.270099781394
PF3D7_0115000	chr1	0.255438690365	0.377450976348	0.341100735738
PF3D7_0115100	chr1	0.210404102323	0.34213158741	0.281786966934
PF3D7_0115200	chr1	0.19305655089	0.332046300936	0.257702451657
PF3D7_0115300	chr1	0.189493118394	0.335580003911	0.256926651438
PF3D7_0115400	chr1	0.18630859551	0.33951505826	0.256539054189
PF3D7_0115500	chr1	0.185337438314	0.340487994254	0.256129993599
PF3D7_0115600	chr1	0.189932040158	0.332276854029	0.254398671337
PF3D7_0115700	chr1	0.200098309933	0.320551967029	0.25381886564
PF3D7_0200100	chr2	0.0885713578421	0.38699109181	0.217023637869
PF3D7_0200200	chr2	0.0808552278026	0.388121482971	0.210421475494
PF3D7_0200300	chr2	0.0636618088615	0.396528141142	0.208764075791
PF3D7_0200400	chr2	0.0531966767867	0.403508835855	0.209047866755
PF3D7_0200500	chr2	0.0527687833101	0.404864953814	0.213582010443
PF3D7_0200600	chr2	0.0682234539499	0.398535169104	0.22261886542
PF3D7_0200700	chr2	0.0873929472611	0.393809563018	0.233550739862
PF3D7_0200800	chr2	0.100240662122	0.384727727679	0.23522372946
PF3D7_0200900	chr2	0.111918658297	0.376771223734	0.235688354311
PF3D7_0201000	chr2	0.131559022642	0.367401436816	0.239208742677
PF3D7_0201100	chr2	0.147995070033	0.361691026612	0.24392211798
PF3D7_0201200	chr2	0.141409446801	0.350758166945	0.22810123873
PF3D7_0201300	chr2	0.13715792495	0.341950735201	0.213520438827
PF3D7_0201400	chr2	0.136784103386	0.336498827552	0.204070532162
PF3D7_0201500	chr2	0.155719335372	0.317096929137	0.196719365681
PF3D7_0201600	chr2	0.178025823501	0.296481786988	0.194921953163
PF3D7_0201700	chr2	0.190735013242	0.275941408079	0.176968628437
PF3D7_0201800	chr2	0.194757048193	0.261642622063	0.133734049856
PF3D7_0201900	chr2	0.201168466584	0.261637616172	0.0948839133257
PF3D7_0202000	chr2	0.213736564818	0.255591798273	0.105486641818
PF3D7_0202100	chr2	0.234028066499	0.239922089169	0.145838681062
PF3D7_0202200	chr2	0.250094870454	0.225726412552	0.147895976379
PF3D7_0202300	chr2	0.276453984324	0.201163276746	0.144765034656
PF3D7_0202400	chr2	0.295938880848	0.180818145555	0.139463076698
PF3D7_0202500	chr2	0.303556632314	0.168266502	0.117179619307
PF3D7_0202600.1	chr2	0.306783133404	0.166239274081	0.110848152605
PF3D7_0202600.2	chr2	0.306783133404	0.166239274081	0.110848152605
PF3D7_0202700	chr2	0.283184631339	0.176630899263	0.120922678489
PF3D7_0202800	chr2	0.276163428959	0.182090029322	0.127148910888
PF3D7_0202900	chr2	0.267277699832	0.191095884819	0.137668326354
PF3D7_0203000	chr2	0.285646119072	0.175902288544	0.130094786018
PF3D7_0203100	chr2	0.322520842207	0.156094391573	0.126543695999
PF3D7_0203200	chr2	0.304905312089	0.166311484292	0.126209794374
PF3D7_0203300	chr2	0.298912021294	0.170499625002	0.127103224113
PF3D7_0203400	chr2	0.30515199453	0.164109298038	0.13565601049
PF3D7_0203500	chr2	0.315642402146	0.154239102106	0.14770927346
PF3D7_0203600	chr2	0.332019270073	0.139989787149	0.166365570071
PF3D7_0203700	chr2	0.345811757881	0.129222009823	0.181927396027
PF3D7_0203800	chr2	0.349686954272	0.127494031139	0.191888481119
PF3D7_0203900	chr2	0.333834234765	0.141511162571	0.187199547299
PF3D7_0204000	chr2	0.323369608156	0.151390040826	0.185001489567
PF3D7_0204100	chr2	0.333899872717	0.132171421083	0.182984166752
PF3D7_0204200	chr2	0.351403212827	0.105564252401	0.18267287626
PF3D7_0204300	chr2	0.347058034379	0.109616711667	0.178585423145
PF3D7_0204400	chr2	0.344123308394	0.113563829373	0.176138660086
PF3D7_0204500	chr2	0.342079716914	0.11702137258	0.174641324952
PF3D7_0204600	chr2	0.341417983029	0.120296622242	0.172824049681
PF3D7_0204700	chr2	0.359720671781	0.0997428926581	0.178571164467
PF3D7_0204800	chr2	0.376749545016	0.0915320689633	0.188776570821
PF3D7_0204900	chr2	0.384530820961	0.0891847279926	0.194283190487
PF3D7_0205000	chr2	0.3879397862	0.0818419080727	0.196402015881
PF3D7_0205100	chr2	0.392975946228	0.0737266681249	0.200235374325
PF3D7_0205200	chr2	0.398429112935	0.0682560917867	0.205050032326
PF3D7_0205300	chr2	0.405119631499	0.0658073187174	0.211596858152
PF3D7_0205400	chr2	0.397057520803	0.0656250818549	0.215497551146
PF3D7_0205500	chr2	0.390718351282	0.0696475290219	0.218151102573
PF3D7_0205600	chr2	0.380748602193	0.0833735032119	0.225306789026
PF3D7_0205700.1	chr2	0.373508412866	0.100196929031	0.234345831049
PF3D7_0205700.2	chr2	0.373508412866	0.100196929031	0.234345831049
PF3D7_0205800	chr2	0.377111870755	0.0982492120832	0.236408342046
PF3D7_0205900	chr2	0.388960456776	0.0957149737101	0.244128618927
PF3D7_0206000	chr2	0.403728088416	0.0995345882196	0.255258785723
PF3D7_0206100	chr2	0.377680989308	0.115132605194	0.245924631778
PF3D7_0206200	chr2	0.35470285462	0.136839584037	0.241519849066
PF3D7_0206300	chr2	0.342015143779	0.148850490753	0.238855574212
PF3D7_0206400	chr2	0.338646019264	0.147311457974	0.233339700398
PF3D7_0206500	chr2	0.340150132394	0.146294366804	0.228316264486
